,SMILES,Tm
18543,CC1=CN(C(=O)NC1=O)C2CCC(CO)O2,428.65
16159,O=C(OCC)c1cn2nc(cc2nc1C)OP(=S)(OCC)OCC,324.15
10996,Oc1c(OC)cc2CCN(C)C(CC(C)C)c2c1Oc1c(OC)cc2CCN(C)C(CC(C)C)c2c1O,437.15
11052,O1C=2CCCCC=2C(=Cc2ccc(N(C)C)cc2)C=2CCCCC1=2,437.15
9871,Clc1ccc(cc1)C(=O)C=Cc1ccccc1,369.15
2113,c1cc(cc(c1)[N+](=O)[O-])C(=O)CBr,367.15
18046,CNCCS(=O)(=O)O,514.65
21559,NS(=O)(=O)c1ccc(SCCO)c(c1)[N+]([O-])=O,424.15
2595,c1cnc(cc1I)F,331.15
12933,OC1CCCC1,254.15
21332,Cc2cc3C(=O)CC1C(C)(CCCC1(C)C)c3cc2O,523.15
13758,O=C(OCC)c1ccc(cc1)C#N,327.15
1178,B(c1cc(c(c(c1F)F)F)F)(O)O,526.15
317,c1cc(c(c(c1)Br)Cl)Cl,331.15
17394,CCOc1ccccc1NC(C)=O,352.15
14501,Brc1cc(Br)cc(Br)c1N,394.15
7910,c1ccc(cc1)CNC(=O)/C=CC(=O)O,410.15
16857,CC(C)CCCC(C)CCCC(C)CCCC1(C)CCc2cc(O)c(C)c(C)c2O1,270.15
16872,CCC(CCCC)COP(=O)(Oc1ccccc1)Oc2ccccc2,219.15
8509,c1cc(sc1)C=NO,407.15
11173,O=C(OCC1(C)CCC(C)C1(C)C)c1ccccc1C(=O)OCC1(C)CCC(C)C1(C)C,353.15
14793,O=C(O)c2c3ccccc3cc1ccccc12,486.15
9372,O=[N+]([O-])c1ccc(NN=C2C(C)=CCC2C)c([N+](=O)[O-])c1,471.15
10240,Clc1cccc(c1)CNC1=CC(=O)c2ccccc2C1=O,464.15
12635,Clc1cccc(Cl)c1OC(C)C1=NCCN1,399.15
533,CC(C)(C)OC(=O)N1CCCNCCN(CCCN(CC1)C(=O)OC(C)(C)C)C(=O)OC(C)(C)C,324.15
16852,Clc1cc(Br)c(Cl)cc1,308.15
6901,COC(=O)C(=O)OC,325.15
13848,COc1cc(ccc1OC)[N+]([O-])=O,370.15
21851,O=P(N/N=C/c1ccc(cc1)[N+]([O-])=O)(N2CC2)N3CC3,422.15
19350,Clc1cc(Cl)c(Cl)c(Cl)c1c2ccc(Cl)c(Cl)c2,380.15
8783,CC(C)(C)NCC(O)COc1cc(Cl)ccc1Cl,355.15
14926,NCCCCCCN,312.15
3322,c1ccc2c(c1)c(=O)c(c(o2)c3ccc(cc3)O)O,559.15
369,CC(=O)N1CCC(CC1)C(=O)Cl,405.15
13822,Cc2cccc(Cc1ccccc1)c2,245.15
3397,Cc1c(cc(cc1Br)O)Br,381.15
18509,OC(=O)CNC(=O)C(C)S,369.15
18916,O[C@@H]1[C@@H](C(C)C)CC[C@@H](C)C1,352.65
18937,O,273.15
15558,Cn2cncc2C[C@H]1COC(=O)[C@H]1CC,307.15
18629,O=C1C=C(CO1)C3CCC4(O)C5CCC2CC(CCC2(C)C5CCC34C)OC6OC(C)C(O)C(OC)C6O,494.15
20384,O=C(OCC)C(C(=O)OCC)C(=O)OCC,302.15
6909,CS(=O)(=O)C,383.15
7818,c1ccc(cc1)CN(Cc2ccccc2)c3ccccc3,343.15
14559,O=[N+]([O-])c1cc(cc([N+]([O-])=O)c1Cl)C(F)(F)F,330.15
6951,c1ccc(cc1)Sc2ccccc2,233.15
13732,BrCBr,220.15
22326,Oc1ccccc1c2nnco2,384.65
17925,[O-][N+](=O)c2ccccc2Nc1ccccc1,348.15
5,CC(C)(C)OC(=O)N1CCC(CC1)OCC(=O)NC,368.15
18336,O=C(O)c3ccc2C(=O)c1ccccc1C(=O)c2c3N,568.65
10065,O=C(OCC)C(C)(C)C1(O)CCC2(C)C(CCC3C4CCC(OCc5ccccc5)C4(C)CCC32)C1,420.15
8093,CCCCCCCCCCCCCCCCCCC,306.15
2001,COc1ccc(c(c1)C(=O)O)N,424.15
15707,ClC=4C(=O)CC[C@@]3(C)C=4CC[C@@H]2[C@@H]3CC[C@@]1(C)[C@H]2CC[C@@H]1O,462.15
8536,C1CC[C@@H]([C@H](C1)O)O,377.15
20901,O=C(CC(=O)OCCCC)OCCCC,190.15
8837,Cc3cc(CCN1CCN(CC1)c2cccc(Cl)c2)n[nH]3,379.15
11109,ClCCOC(=O)c1cc(OC)c(OC)c(OC)c1,342.15
5865,c1cc2c(cc[nH]2)cc1Cl,344.15
3518,c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)N,455.15
3848,c1cc(cc(c1)Cl)N=C=O,269.15
8767,CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,411.15
22597,N#CC2(/N=NC1(CCCCC1)C#N)CCCCC2,389.15
3365,CC(CC(=O)O)CC(C)(C)C,203.15
16664,CN(C)C(=O)NC1CCCCCCC1,411.15
19714,O=C(C(=O)OCC)C(=O)OCC,243.15
7917,c1ccc(cc1)C[C@H](CO)NC(=O)OCc2ccccc2,367.15
15961,Clc1ccc(CSC(=O)N(CC)CC)cc1,276.45
19197,O=C(CCl)N(Cn1cccn1)c2c(C)cccc2C,358.15
20981,Cc1cc(C)cc(c1)C(=O)N(NC(=O)c2ccccc2)C(C)(C)C,479.65
2524,C1CC=CC(=O)C1,220.15
13871,Cc1cc(Br)ccc1N,325.15
18073,COc1ccc(COC(C)=O)cc1,357.15
14128,OC(=O)c1ccc(I)cc1,546.15
8962,O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,568.15
8982,CC(C)(C)NCC(O)c1ccccc1Cl,362.15
13627,O=C(C)c1ccccc1C(C)=O,313.15
20011,O=C1NC(=O)NC(=O)C1(C=C)C(C)CCC,364.15
