smiles,M1_alpha_ve,M1_beta_ve,M2_ve,R_ve,ABC_ve,GA_ve,H_ve,X_ve,HM1_ve,HM2_ve,F_ve,F1_ve,ReZG3_ve,AG_ve,ISI_ve,T_ve,ID_ve,ZD_ve,mM1_ve,T_ev,M_ev,F_ev,mM_ev,ID_ev,R_ev,RR_ev,mpC
c1ccc(cc1)NC(=O)NN,496,204,482,4.99392379552441,13.01869013750385,21.760112869050904,4.924242424242424,7.324235261143576,1956,11994,992,2502,4772,22.249243133343196,50.11363636363636,102,5.066666666666667,10.456193671195196,1.28,96,428,1944,1.2472222222222225,5.166666666666667,10.626836493378834,45.82478139013564,124.0
Cc1cccc(C)n1,372,152,360,3.457519493328782,9.349885971192165,15.831652088062796,3.416161616161616,5.218503338084835,1464,8600,744,1864,3520,16.172736683825416,37.29797979797979,76,3.5000000000000004,7.443333074306559,0.8027777777777778,72,328,1512,0.8200000000000002,3.6000000000000005,7.577708763999665,33.88854381999832,-6.0
COc1ccc(cc1C(C)=O)OC,784,272,736,5.541929434253757,15.009229656065374,25.412793328883055,5.387345987345986,8.278484164530607,3040,26048,1568,4846,8696,26.611220968094305,65.48977688977689,136,5.703571428571427,11.935204312378874,1.4992106009070298,120,576,2856,1.4105555555555558,5.9,12.308957384613453,55.55897793140569,20.0
COc1ccccc1N3CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC3,1962,664,1856,11.560769261144797,33.55266183769271,58.93350159850575,11.323654123654114,18.32562683851165,7636,66712,3924,12194,22152,61.13254189950984,160.84257964257964,332,11.813095238095237,26.30193239560121,2.5958886054421755,284,1384,6932,2.9355555555555553,13.06666666666666,27.892379124944675,130.05147403353118,156.0
Cc1cc[n+](cc1)[O-],368,152,360,3.4327955589886447,9.31804722752556,15.872983346207418,3.4000000000000004,5.208946754575151,1456,8400,736,1804,3480,16.131182235954576,37.5,76,3.4666666666666677,7.415690875378665,0.7822222222222224,72,328,1512,0.8200000000000001,3.6,7.577708763999665,33.88854381999832,184.0
c1cc(ccc1C(F)(F)F)F,668,236,630,4.262273317514401,12.352113775139317,21.686787736289066,4.201098901098902,6.778218381697587,2596,19914,1336,3994,7104,22.32100237531781,57.31483516483516,118,4.324999999999999,9.690353153324438,0.8965972222222223,108,544,2820,0.9758163265306126,4.585714285714287,10.016919283017868,48.59645430712622,-42.0
BrCCCCCCCCBr,236,128,232,5.287693700234704,11.534140379175748,17.87815686289623,5.242857142857144,6.83624617996948,936,3280,472,892,1736,18.123934788966007,31.65714285714286,64,5.333333333333332,9.723614639131599,1.6944444444444446,68,260,1004,1.3194444444444446,4.833333333333332,9.309401076758505,34.92820323027551,15.5
c1ccc(cc1)S(=O)(=O)c2ccccc2,1064,352,992,6.260872227253731,17.933975375613414,31.505768172895827,6.1752136752136755,9.868595114693026,4112,38528,2128,7016,12256,32.51440732255632,85.05982905982908,176,6.3500000000000005,14.113242669932403,1.35125,152,752,3896,1.5616326530612248,6.971428571428572,14.878421038036405,69.41582097425584,128.0
CCc1ccc(cc1)CC,488,192,468,4.491303629981266,11.782350361342974,19.65729331849284,4.387878787878788,6.574906046612265,1912,12260,976,2568,4792,20.358387768500354,46.75151515151515,96,4.6000000000000005,9.44141206915594,1.2366666666666668,88,400,1864,1.1744444444444446,4.733333333333333,9.675964222758001,41.76101896027298,-43.0
CCOCCC,108,64,104,3.287693700234704,6.635160893609391,9.878156862896235,3.2428571428571424,4.007819055223289,424,1232,216,380,712,10.123934788966011,15.657142857142855,32,3.3333333333333335,5.723614639131599,1.1944444444444444,36,132,492,0.8194444444444444,2.8333333333333335,5.309401076758503,18.92820323027551,-127.0
CCN(CC)C(=S)SSC(=S)N(CC)CC,772,288,698,7.030604201553752,18.056192526248175,28.982024489671012,6.7527583527583515,9.959311716461533,2940,19986,1544,4452,7500,31.071659654946473,67.86247086247086,144,7.323809523809525,14.489258625963817,2.171337868480726,132,612,2964,1.8550000000000002,7.233333333333333,14.618358461371958,62.48718116168118,70.0
CCCCCCCCCCCCCC(=O)OCC,548,268,536,8.990352585533682,21.117905200557864,33.75926955188189,8.915873015873018,12.254535651804327,2168,9240,1096,2306,4432,34.246852262506714,66.17301587301587,134,9.066666666666668,17.43146007682093,2.585555555555556,136,552,2272,2.229444444444445,8.633333333333335,17.098255458758338,67.87247514027466,12.0
CC[Si](CC)(CC)CC,472,160,400,3.7947331922020555,9.85208964217299,15.012131309810329,3.516483516483515,5.242516568974734,1744,13600,944,3080,4720,17.076299364909254,36.043956043956044,80,4.1000000000000005,7.82034945111895,1.3825,72,360,1944,1.1111111111111112,4.0,7.884788477227913,33.45232440281645,-82.0
O=C(O)CCCCCCCCCCC,394,200,388,6.94297457949652,16.226842921561484,25.87328366589089,6.9031746031746035,9.445294830694449,1564,6120,788,1582,3076,26.128341638310005,49.57460317460318,100,6.9833333333333325,13.410935048944967,1.9619444444444445,104,420,1712,1.6772222222222224,6.566666666666666,13.049127729379169,51.93623757013733,45.0
C=Cc1cccc(c1)C(=O)O,588,220,560,4.725789630349413,12.776328377264402,21.62327082430724,4.6268842268842265,7.086272701617466,2296,16600,1176,3302,6072,22.38966640772284,53.43830613830614,110,4.828571428571428,10.167437359412503,1.2023356009070298,100,468,2248,1.1777777777777778,5.000000000000001,10.443333074306558,46.723760875702006,95.0
CCc1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C,1314,404,1222,6.260562000154846,18.650574372368908,33.2427850642353,6.100000000000002,10.09643249355367,5072,53462,2628,9190,16116,34.78877626686376,97.01666666666674,202,6.428571428571429,14.5420748263618,1.4130763416477703,176,940,5168,1.4199659863945584,6.804761904761907,15.138250693270692,77.03856133552418,43.0
c1ccc2c(c1)nc(s2)N,686,240,668,4.220172803179926,12.221876595506268,21.827361725789313,4.1839271839271825,6.752215688672039,2708,22920,1372,4080,7772,22.175773087559403,59.13772338772339,120,4.257142857142857,9.608625437600148,0.8746712018140592,104,500,2444,1.0355555555555558,4.733333333333334,10.183059726927224,47.73179521556382,128.0
C1=CC=C2C(=C1)C=CC3=CC4=C(C=CC5=CC=CC=C54)C=C32,2028,632,1968,9.01328876206964,27.72937317419965,51.60398135114069,8.946642246642249,15.163329778772775,7992,85568,4056,13636,25760,52.40220318602327,155.5894993894994,316,9.080952380952384,21.566625053084785,1.683509070294785,256,1288,6616,2.293333333333333,10.799999999999997,23.632105777565343,115.05950837339302,269.0
C1C(=O)NC(=O)N1,340,136,330,2.9630923023288664,8.114824907850796,13.856420128063172,2.927272727272728,4.517625536785178,1340,8250,680,1736,3300,14.147814324325793,33.40909090909091,68,3.000000000000001,6.443333074306559,0.6777777777777778,64,296,1384,0.695,3.1000000000000005,6.577708763999664,29.88854381999832,222.0
COc1ccc(cc1)C(=O)OC,644,240,608,5.217141511139072,14.000301826984671,23.497601869582866,5.079409479409478,7.7449280695723575,2504,17736,1288,3624,6568,24.52575999589285,57.970629370629375,120,5.361904761904762,11.152655757373246,1.4090022675736964,108,504,2424,1.3550000000000002,5.566666666666667,11.492460803685727,50.659998445839335,50.0
COc1cc(cc(Cl)c1)OC,588,220,566,4.810737999468698,12.809999709150548,21.6103482097408,4.6939393939393925,7.120457462178909,2308,16978,1176,3266,6168,22.407346798106428,53.592424242424244,110,4.933333333333334,10.232184103628953,1.3144444444444447,100,468,2236,1.2094444444444448,5.033333333333334,10.464818604757834,46.70529087027212,34.0
C1CC(=O)N(C1=O)Cl,490,172,452,3.126754965242637,9.098191400341804,15.575851348263486,3.0315462315462316,4.913690168162198,1884,14084,980,2906,5072,16.453338776864815,41.03216783216783,86,3.228571428571428,7.104288351379569,0.7212244897959186,76,372,1876,0.7711111111111112,3.466666666666667,7.421847543855284,34.742230881131874,148.0
COC(=O)CS(=O)(=O)c1ccccc1,834,292,782,5.844567054750991,16.06607917139897,27.49293448356409,5.728371628371628,8.881533227757679,3232,27062,1668,5144,9132,28.52569468779839,70.53951048951052,146,5.96547619047619,12.743399228711063,1.435435090702948,132,648,3312,1.4235941043083904,6.185714285714287,13.093689211324929,60.48739945283076,30.0
[C@@H]1([C@@H]([C@@H]([C@H]([C@H]([C@@H]1Cl)Cl)Cl)Cl)Cl)Cl,936,288,840,4.332900397117624,13.345020709845132,22.998181667894023,4.114285714285715,7.001868095151148,3552,34104,1872,6336,10752,25.093073414159537,67.2,144,4.571428571428571,10.267462129303844,1.0340136054421771,120,624,3360,1.0833333333333335,5.0,10.898979485566358,53.39387691339814,159.0
C1C(=O)NC(=O)S1,340,136,330,2.9630923023288664,8.114824907850796,13.856420128063172,2.927272727272728,4.517625536785178,1340,8250,680,1736,3300,14.147814324325793,33.40909090909091,68,3.000000000000001,6.443333074306559,0.6777777777777778,64,296,1384,0.695,3.1000000000000005,6.577708763999664,29.88854381999832,125.0
Clc1ccccc1C(c2ccccc2)(c3ccccc3)n4ccnc4,2232,656,2078,10.686758701963377,30.900763240339952,55.18884995307055,10.552647352647346,17.002861383917217,8620,119626,4464,17662,30576,56.83489723084116,158.6474636474637,328,10.824999999999998,24.294193722299244,2.28988425925926,268,1344,7096,2.733820861678005,12.176190476190474,25.995629893000867,121.84207761407968,147.0
Cc1nc2ccccc2s1,686,240,668,4.220172803179927,12.22187659550627,21.82736172578931,4.183927183927184,6.752215688672042,2708,22920,1372,4080,7772,22.175773087559392,59.13772338772338,120,4.257142857142858,9.608625437600148,0.8746712018140592,104,500,2444,1.0355555555555556,4.733333333333334,10.183059726927222,47.73179521556382,12.0
c1cc(cc(c1)O)CC(=O)O,534,212,520,4.770737209344242,12.79847859985612,21.813725483628783,4.725685425685426,7.177954987314447,2108,13812,1068,2788,5324,22.189838902494827,52.20512265512266,106,4.816666666666666,10.220284009315627,1.120277777777778,100,460,2140,1.105,4.9,10.366563145999496,46.83281572999746,130.0
CC(C)(C)C1=CC(=O)C=C(C1=O)C(C)(C)C,1254,384,1164,5.7252347846723115,17.429276458925653,31.317503641804098,5.5939393939393955,9.40593200171062,4836,51048,2508,8808,15372,32.70843767733333,92.20909090909093,192,5.861904761904763,13.529214229473167,1.1858541194255483,168,904,4992,1.242743764172336,6.238095238095241,14.089122963891523,73.10232376538686,67.0
Cc1c(cccc1Cl)[N+]([O-])=O,690,236,634,4.408534896791972,12.558119524444319,21.44024076889355,4.286713286713287,6.8301901517323085,2648,22030,1380,4324,7456,22.589283707628653,56.279331779331784,118,4.536904761904762,9.859194707457304,1.0408772675736964,104,508,2564,1.0766666666666667,4.8,10.23834412478301,47.64121036669823,36.0
CC#N,16,16,16,2.0,2.8284271247461903,4.0,2.0,2.0,64,64,32,32,64,4.0,4.0,8,2.0,2.82842712474619,1.0,12,36,108,0.4444444444444444,1.3333333333333333,2.309401076758503,6.928203230275509,-46.0
c1cc(oc1CO)C=O,460,176,442,4.02767355330771,10.568274388202754,17.673856536637093,3.9272727272727286,5.891105674646786,1804,12594,920,2500,4700,18.341755680129136,42.842424242424244,88,4.133333333333334,8.469054268083832,1.1322222222222222,80,368,1736,1.0494444444444446,4.233333333333334,8.675964222758001,37.76101896027298,34.0
c1ccc(cc1)CC(=O)c2ccccc2,836,320,812,6.64195241650475,18.339760344507994,31.75764603480079,6.590520590520592,10.231907109374308,3296,23108,1672,4552,8608,32.25048112313418,78.81507381507383,160,6.695238095238096,14.554938775927877,1.464557823129252,144,660,3084,1.6605555555555558,7.233333333333335,15.183059726927224,67.73179521556382,55.0
c1ccc2c(c1)cc(cn2)Br,714,256,694,4.684479433477039,13.43468551650427,23.8135958681794,4.645931845931846,7.436754136548261,2816,22542,1428,4148,7860,24.189883705215035,63.054972804972806,128,4.723809523809524,10.580983238672255,0.9791156462585038,112,532,2572,1.1605555555555558,5.233333333333334,11.183059726927224,51.73179521556382,14.0
c1cc(ccc1N)F,368,152,360,3.4327955589886447,9.31804722752556,15.87298334620742,3.4000000000000004,5.208946754575151,1456,8400,736,1804,3480,16.131182235954576,37.5,76,3.4666666666666672,7.415690875378665,0.7822222222222222,72,328,1512,0.8200000000000001,3.6000000000000005,7.577708763999665,33.88854381999832,-2.0
c1cc(ccc1CBr)Br,428,172,414,3.9620495944849554,10.550198794434266,17.76513833235013,3.893939393939394,5.891926400593708,1684,10330,856,2186,4136,18.244785002227466,42.125757575757575,86,4.033333333333332,8.428551472267301,1.0094444444444444,80,364,1688,0.9972222222222225,4.166666666666668,8.626836493378834,37.82478139013565,62.0
CCCCCO,108,64,104,3.287693700234704,6.635160893609391,9.878156862896235,3.2428571428571424,4.007819055223289,424,1232,216,380,712,10.123934788966011,15.657142857142855,32,3.3333333333333335,5.723614639131599,1.1944444444444444,36,132,492,0.8194444444444444,2.8333333333333335,5.309401076758503,18.92820323027551,-78.0
C1=CC=C(C(=C1)C(=O)O)Cl,566,204,524,4.184906309078191,11.561280853041422,19.597072460804785,4.098068598068598,6.368265908990477,2180,16468,1132,3396,5864,20.41742788358204,49.00826950826951,102,4.275000000000001,9.147951019239997,0.993541666666667,92,436,2132,1.0211111111111113,4.466666666666667,9.421847543855286,42.742230881131874,140.0
c1cc(c(cc1S(=O)(=O)c2ccc(c(c2)[N+](=O)[O-])F)[N+](=O)[O-])F,1820,568,1692,8.742765555722354,26.309846507503675,46.93286371682483,8.52788322788323,14.213353126687185,7024,70124,3640,12392,21784,49.110555503938905,136.33399933399937,284,8.96666666666667,20.464429106268174,1.8794444444444451,240,1240,6624,2.1038548752834467,9.904761904761907,21.722116125746975,106.90028273651954,194.0
COC(=O)c1ccc(c(c1)[N+](=O)[O-])Cl,874,300,816,5.7049611808374685,15.984909530341637,27.34631279340313,5.547030747030748,8.742473055372043,3380,28448,1748,5412,9616,28.681890436938097,72.04575424575427,150,5.870238095238095,12.607542940963166,1.4297661564625854,132,644,3240,1.413888888888889,6.166666666666668,13.076326236162013,60.52171984683472,80.0
COc1ccccc1C(=O)c2ccccc2,1038,360,982,6.961011057897787,19.362567514800865,33.446493070129634,6.834820734820737,10.694030858950839,4040,35210,2076,6426,11632,34.581658308310686,87.32253302253307,180,7.094047619047621,15.324506243238705,1.6616595804988665,156,740,3624,1.7888888888888888,7.666666666666668,16.07632623616201,72.52171984683471,37.0
Cc1ccc(cc1C)C(=O)O,646,232,610,4.392149742614482,12.520884024409439,21.5740651532452,4.2935508935508935,6.847126389879365,2512,18858,1292,3740,6788,22.444822939463553,56.082750582750585,116,4.495238095238094,9.839775987996797,1.0078911564625854,104,504,2504,1.056111111111111,4.766666666666667,10.210701925855117,47.68650279113103,166.0
Cn1ccc(=O)n(c1=O)C,646,220,592,3.848905031428908,11.322361518649325,19.408881626245822,3.7172605172605175,6.080668184020724,2476,19768,1292,3962,6864,20.635517679224737,52.23216783216784,110,3.9904761904761905,8.815532039596874,0.8935600907029482,96,476,2436,0.9516666666666667,4.299999999999999,9.23834412478301,43.64121036669823,121.0
COCCOCCOC,204,112,200,4.787693700234704,10.30939550778416,15.878156862896233,4.742857142857143,6.129139398782932,808,2768,408,764,1480,16.12393478896601,27.65714285714286,56,4.833333333333333,8.723614639131599,1.5694444444444446,60,228,876,1.1944444444444444,4.333333333333333,8.309401076758503,30.92820323027551,-64.0
O=[N+]([O-])c1c(C)cccc1C(=O)O,870,284,798,5.235036917843421,14.793331360873768,25.36332745295547,5.100029382382323,8.076841719744012,3336,32498,1740,5884,10072,26.659591622053934,67.75028631499221,142,5.375000000000001,11.64429234411912,1.2478009259259262,124,612,3124,1.2572222222222222,5.633333333333335,12.054840705710738,56.54018985226458,221.0
CCCCCCCCCCc1ccccc1,600,272,592,7.83093275162756,19.339150197132376,31.877081544231203,7.795670995670996,11.116278453977332,2384,12256,1200,2740,5336,32.12429906628928,67.52554112554112,136,7.866666666666668,15.769833763957138,2.0455555555555556,132,552,2340,1.9622222222222225,7.866666666666667,15.837982111379002,64.88050948013647,-14.0
c1cc(cc(c1)[N+](=O)[O-])C(=O)N,684,248,648,4.9294785163912,13.749321302984681,23.597453151977767,4.837606837606837,7.580561927288487,2664,20256,1368,3976,7224,24.412654775816932,60.145299145299134,124,5.023809523809525,10.865820450741175,1.1474489795918372,112,536,2632,1.181111111111111,5.266666666666667,11.210701925855117,51.68650279113103,142.0
C[Si]1(N[Si](N[Si](N[Si](N1)(C)C)(C)C)(C)C)C,1216,384,1152,5.575387400469409,17.237604307034015,31.51262745158493,5.485714285714287,9.335824126868195,4736,46080,2432,8064,14592,32.49573915586404,93.25714285714291,192,5.666666666666666,13.360399772168,1.0694444444444446,176,976,5456,1.084444444444445,5.866666666666668,13.687390175421141,74.96892352452745,96.0
O=S=O,16,16,16,2.0,2.8284271247461903,4.0,2.0,2.0,64,64,32,32,64,4.0,4.0,8,2.0,2.82842712474619,1.0,12,36,108,0.4444444444444444,1.3333333333333333,2.309401076758503,6.928203230275509,-73.0
C/C(=C/C(=O)O)/C(=O)O,348,144,324,3.765630613626234,9.663268361310005,15.668884888969112,3.6842712842712837,5.405566611455501,1344,7668,696,1782,3144,16.343511960346525,34.61168831168831,72,3.850000000000001,7.7696335847673215,1.0019444444444447,72,332,1572,0.8405555555555556,3.6333333333333333,7.605350962927558,33.84325139556552,90.0
Cc1cccc(c1C)O,522,188,482,3.6211821562425532,10.333252463683175,17.55108330826311,3.5204351204351205,5.614567969461855,2008,14434,1044,3034,5292,18.478261136364434,44.92105672105672,94,3.728571428571428,8.10428835137957,0.8462244897959186,84,404,2004,0.8961111111111112,3.9666666666666663,8.421847543855286,38.742230881131874,72.0
c1ccc2c(c1)CC(=O)C2,686,240,668,4.220172803179925,12.221876595506268,21.827361725789313,4.183927183927183,6.752215688672039,2708,22920,1372,4080,7772,22.175773087559403,59.13772338772339,120,4.257142857142858,9.608625437600148,0.8746712018140592,104,500,2444,1.0355555555555558,4.733333333333334,10.183059726927224,47.73179521556382,54.0
CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl,796,292,758,5.609120903038737,15.959648476785416,27.50499276848343,5.49090909090909,8.742488507821482,3108,22454,1592,4466,8252,28.520091399190342,70.86363636363636,146,5.7333333333333325,12.549219161869647,1.2800000000000002,132,636,3132,1.3411111111111116,6.066666666666668,12.999556307854952,60.63077470113018,159.0
C(CC(=O)O)C(=O)C(=O)O,376,160,354,4.236410956999107,10.864507191070025,17.68862746567026,4.159018759018759,6.097905698088068,1460,7774,752,1850,3320,18.323047731962628,38.71067821067821,80,4.316666666666667,8.741991385839425,1.106388888888889,80,364,1700,0.9655555555555556,4.133333333333333,8.605350962927558,37.84325139556552,115.0
Nc2nc(N)ncc2Cc1cc(OC)c(OCCOC)c(OC)c1,1538,532,1476,10.420725710727485,28.435302588171073,49.24556534110036,10.223021423021423,15.797923212177105,6028,53136,3076,9416,17556,50.78644948734916,129.7593795093795,266,10.627380952380951,22.63346027517472,2.673881802721088,232,1112,5476,2.623333333333334,11.200000000000001,23.54114484091984,107.22701071710682,154.5
C1CC(=O)CC(=O)C1,372,152,360,3.4575194933287827,9.349885971192165,15.831652088062796,3.4161616161616166,5.218503338084835,1464,8600,744,1864,3520,16.172736683825416,37.2979797979798,76,3.500000000000001,7.443333074306559,0.802777777777778,72,328,1512,0.8200000000000001,3.6000000000000005,7.577708763999665,33.88854381999832,103.0
CC(C)(C)c1ccccc1O,716,240,658,4.298198405804437,12.393351728543445,21.56715710022416,4.216017316017315,6.774814109256594,2748,23730,1432,4674,7900,22.44776278784126,57.572005772005774,120,4.383333333333333,9.723942684436501,0.9400925925925927,108,548,2880,0.9963718820861679,4.6190476190476195,10.04456148194576,48.55116188269343,-7.0
Nc2ccc(Cl)cc2C(=O)c1ccccc1,1064,368,1014,6.655411215696627,19.107567944098985,33.51238584556122,6.551082251082252,10.499398087319847,4156,35894,2128,6514,11956,34.51329643313513,89.59559884559889,184,6.765476190476192,15.021088820222916,1.4565462018140591,160,772,3820,1.646666666666667,7.400000000000002,15.816052888782677,73.52975418669654,96.0
CCOC(=O)C(C(=O)OCC)NC=O,642,240,590,6.565366901394894,15.771511215361452,25.347913646259983,6.395282495282497,8.967725792078705,2464,18878,1284,3822,6596,26.67670284981714,57.227222777222785,120,6.741666666666665,12.933553984639401,2.092430555555556,112,508,2416,1.6427777777777781,6.366666666666666,12.780376349992958,53.6066716815447,53.0
COC(=O)c1cc(ccc1Cl)Cl,718,252,674,4.970884039851457,13.781895352486611,23.474834410343107,4.839971139971141,7.563916121334235,2784,22950,1436,4356,7816,24.549603515837827,60.697186147186144,126,5.108333333333334,10.89629925274586,1.2574305555555558,112,540,2680,1.2333333333333334,5.333333333333335,11.259829655234286,51.62274036126836,39.0
c1cc2c(cc1[N+](=O)[O-])C(=O)OC2,968,320,924,5.174813470041648,15.398564685563176,27.587024139536734,5.087201687201687,8.398358002390394,3784,34664,1936,6130,11284,28.426154217271357,77.93036963036964,160,5.265476190476192,12.021088820222918,1.0815462018140591,136,676,3436,1.2716666666666667,5.900000000000001,12.816052888782677,61.529754186696536,143.0
c1cc2c(cc1/C=C/C=C/C(=O)N3CCCCC3)OCO2,1330,484,1290,9.076700737154129,25.87458165087379,45.634750229876495,9.003119103119102,14.337535101139629,5240,40334,2660,7610,14352,46.37477371037192,119.1200466200467,242,9.152380952380952,20.400434377982897,1.907006802721089,212,996,4772,2.2861111111111114,10.166666666666668,21.57726507185461,98.51931852112848,131.0
C=CC#N,44,32,42,2.2996598285221186,4.161760458079524,5.919183588453085,2.2666666666666666,2.6053509629275577,172,306,88,124,228,6.082482904638631,7.800000000000001,16,2.333333333333333,3.723614639131598,0.9444444444444444,20,68,236,0.5694444444444444,1.833333333333333,3.309401076758503,10.928203230275509,-84.0
c1ccc(cc1)c2ccccc2CO,882,312,842,6.2388609917115145,17.13839739649334,29.6134627921473,6.1491064491064495,9.527052843092314,3448,29526,1764,5370,9840,30.39947940595077,76.12253302253302,156,6.332142857142859,13.613262555021397,1.489323979591837,136,636,3064,1.6083333333333334,6.833333333333334,14.259829655234286,63.622740361268356,49.0
Cc1ccccc1CBr,464,176,434,3.962719739472424,10.574525609055208,17.628469944354205,3.868298368298368,5.861699205840183,1796,12234,928,2596,4604,18.3889974532109,42.3958818958819,88,4.061904761904762,8.431949722795276,1.040668934240363,80,368,1748,1.017777777777778,4.2,8.654478692306727,37.77948896570284,19.0
O=C=S,16,16,16,2.0,2.8284271247461903,4.0,2.0,2.0,64,64,32,32,64,4.0,4.0,8,2.0,2.82842712474619,1.0,12,36,108,0.4444444444444444,1.3333333333333333,2.309401076758503,6.928203230275509,-139.0
c1cccs1,160,80,160,2.5,6.123724356957946,10.0,2.5,3.5355339059327386,640,2560,320,640,1280,10.0,20.0,40,2.5,5.0,0.625,40,160,640,0.625,2.5,5.0,20.0,-38.0
COCC(=O)Nc2cc(Sc1ccccc1)ccc2N=C(NC(=O)OC)NC(=O)OC,1742,648,1700,13.625641960676841,36.77399240342269,63.331817696048404,13.435053835053829,20.559849862469747,6884,53040,3484,9768,18796,64.69218845533067,159.45633255633265,324,13.823809523809516,29.34613094180345,3.396337868480725,292,1364,6496,3.3672222222222232,14.433333333333325,30.274714825063864,136.26186747597154,129.0
c1ccc(cc1)/N=[N+](/c2ccccc2)[O-],836,320,812,6.641952416504749,18.339760344507994,31.75764603480079,6.590520590520591,10.23190710937431,3296,23108,1672,4552,8608,32.25048112313418,78.81507381507383,160,6.695238095238095,14.554938775927877,1.464557823129252,144,660,3084,1.6605555555555558,7.233333333333335,15.183059726927224,67.73179521556382,35.0
SCc1ccc(Cl)cc1,428,172,414,3.962049594484955,10.550198794434266,17.765138332350134,3.893939393939395,5.891926400593708,1684,10330,856,2186,4136,18.244785002227463,42.125757575757575,86,4.033333333333335,8.428551472267303,1.0094444444444448,80,364,1688,0.9972222222222222,4.166666666666667,8.626836493378832,37.824781390135655,19.0
CCOc1ccc2ccccc2c1,810,292,788,5.7994577194082115,15.867065897378678,27.764906053333828,5.742901542901545,8.879098753859656,3196,25756,1620,4706,8944,28.239441201719956,71.90951825951825,146,5.85714285714286,12.642971564940057,1.3835600907029482,128,600,2876,1.462777777777778,6.300000000000002,13.232187456306393,59.66803278570116,36.0
