,SMILES,Tm
21810,[O-][N+](=O)c1ccc(cc1)C(=O)Nc2ccc3nn(nc3c2)C4CCCCC4,509.65
17003,Oc1cc(Cl)cc(Cl)c1Cl,335.15
2445,c1ccc(c(c1)C=O)Cl,283.15
23402,O=C\2c1c(cccc1)S(=O)(=O)N(C/2=C(\O)Nc3ncccc3)C,471.15
13372,C1C3CC2CC(CC1C2)C3,541.15
18385,O=C(C)NC(=O)NC(=O)C(Br)(CC)CC,382.15
19100,CC(C)OC(=O)C(/C(=O)OC(C)C)=C1/SCCS1,327.15
9165,Oc1c2ccccc2[nH0](N2CCCCC2)c1c1[nH0]cccc1,458.15
7168,CCOC(=O)C(C)C,185.15
21331,C/C(C)=CCCC(C)C2CCC1C3=CCC4CC(O)CCC4(C)C3CCC12C,383.15
2095,C(C(=O)c1c(c(c(c(c1F)F)F)F)F)Br,304.15
3857,Cc1cccc(c1)Cl,225.15
21441,S=C1NCCS1,379.15
17537,Cc1cc(C)c(C)c(O)c1C,391.65
3477,COc1cc(cc(c1O)OC)C(=O)NN,429.15
5290,COc1ccc(c2c1cccc2)O,402.15
16045,c2ccc(OCC1CO1)cc2,276.65
1010,Cc1ccccc1c2ccccc2P(C(C)(C)C)C(C)(C)C,365.15
15278,O=C1CC[C@@]5(O)[C@H]2Cc4ccc(O)c3O[C@@H]1[C@]5(CCN2CC=C)c34,475.65
5363,Cc1c(sc(n1)c2cccnc2)C(=O)O,519.15
17634,CC(C)CCCC(C)C2CCC3C4CCC1CCCCC1(C)C4CCC23C,353.15
9042,O=C1Nc2c(C)cccc2C(O)=C1C=C1C(=O)N(N=C1c1ccccc1)c1ccccc1,386.15
9048,O=C1N(C)c2ccccc2C(O)=C1C1=NNC(=O)C1=Cc1ccccc1OC,539.15
16167,S=P(OCC)(Oc1ccc(C#N)cc1)c2ccccc2,356.15
6311,CC(=O)CC(=O)Nc1ccccc1,358.15
5314,COc1ccc(cc1[N+](=O)[O-])C=O,372.15
10560,FC(F)(F)C1=NN(c2ccccc2)C(=O)C1C(O)c1ccc(O)cc1,484.15
21425,N#CC=Cc1ccccc1,295.15
21453,Oc1cc(S)ccc1,289.65
10764,FC(F)(F)c1[nH0]cc2ccccc2c1,304.15
14002,C#CCCCCCCCCCCCCC,283.15
934,c1ccnc(c1)CCO,265.15
15579,CNC(=O)Oc1cc2c(cc1)N(C)[C@H]3N(C)CC[C@@]23C,378.65
14517,[O-][N+](=O)c2ccc(Nc1ccccc1)c(c2)[N+]([O-])=O,433.15
21946,CNC(=O)COC(=O)c1ccccc1,384.65
7197,CCOC(=O)/C=C/C=O,264.15
21525,OC(COC(=O)CCCCCCCCCCCCCCCCC)C1OCC(O)C1O,330.15
1343,c1c(c(cc(c1F)F)F)N,334.15
517,c1ccc(cc1)c2cnc(o2)c3ccc(cc3)c4ncc(o4)c5ccccc5,515.15
359,c1ccc2c(c1)CCC2N,275.15
9119,s1c2ccccc2[nH0]c1C(=NNc1ccc(O)cc1)C(=O)N,434.15
22246,Nc1ccc(cc1)C(=O)OCCCCCCCCC,342.15
21347,BrC=CBr,220.15
959,c1ccc(cc1)c2nnc(o2)c3ccc(cc3)Br,443.15
22599,Cc2ccc(/N=N/c1ccccc1)cc2,344.65
1148,CCCC(CCC)C(=O)N,398.15
2954,c1cc(c(cc1C(F)(F)F)[N+](=O)[O-])N,380.15
5764,Cc1ccc(cn1)Br,307.15
2051,c1cnc(cc1C(=O)O)N,574.15
20851,CCNc1ccc2c(c1)OC(=O)C=C2C,346.65
2054,c1cnc(nc1)N,398.15
8517,c1cscc1CC(=O)NN,359.15
15004,CC(=O)N[C@H]2CCc3cc(OC)c(OC)c(OC)c3C1=CC=C(OC)C(=O)C=C12,415.15
470,COc1ccc(c2c1cccc2)OC,358.15
8618,C(F)(F)(F)S(=O)(=O)O,233.15
20486,Cn1nc(nn1)c2cnn(C)c2S(=O)(=O)NC(=O)Nc3nc(OC)cc(OC)n3,443.15
23369,C1=C(C(=CC(=C1Cl)Cl)Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl,385.15
17233,O=S(O)c1ccccc1,357.15
6419,c1ccc(cc1)C(=O)C(=O)c2ccccc2,368.15
13038,CC(C)(C)CS,206.15
8765,COC12CCC3(CC1C(C)(O)C(C)(C)C)C4Cc6ccc(O)c7OC2C3(CCN4CC5CC5)c67,482.15
6006,c1c(cc(cc1C(=O)O)[N+](=O)[O-])C(=O)O,535.15
1276,Cc1ccc(c(c1F)F)O,310.15
12923,CC(C)C1CC1,160.14999999999998
22486,BrC(Br)(Br)C=O,215.65
17243,O=C1C=C(C)C(=O)O1,280.65
21607,CN(C)CCC=C1/c3ccccc3SCc2ccccc12,329.15
17116,Nc2ccc1nc3ccccc3nc1c2N,537.15
14634,Clc2ccc(Oc1ccc(NC(=O)N(C)C)cc1)cc2,424.15
8688,CN1[C@@H]2CC[C@H]1CC(=O)C2,315.15
7809,c1ccc(cc1)NC(=Nc2ccccc2)Nc3ccccc3,417.15
7606,Cc1ccc(cc1[N+](=O)[O-])C(=O)OC,324.15
12758,O=C(N(CC)Cc1cc[nH0]cc1)C(CO)c1ccccc1,369.15
10250,NC12c3ccccc3C(c3ccccc31)c1ccccc12,493.15
12078,s1cc([nH0]c1NC(=O)c1ccccc1)c1ccccc1,396.15
18097,CC(CC)Nc1ccc(NC(C)CC)cc1,291.15
3608,COc1ccc(cc1N)S(=O)(=O)F,335.15
20635,c1ccc3c(c1)C4c2ccccc2C3c5ccccc45,526.65
18585,COc2c1occc1c3OC(=O)C=Cc3c2OC,392.15
21821,Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(cc2)CON=C(c3ccc(Cl)cc3)C4CC4,416.75
14881,O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]2O[C@@H]1[C@@H](CO)O[C@@H](OCCCCCCCCCCCC)[C@H](O)[C@H]1O,423.15
20346,Cc2ccc(NCc1ccccc1)cc2,292.65
15665,N/C(N)=N/c1nc(CSCCC(N)=N/S(N)(=O)=O)cs1,436.65
176,CCCCCC=C,154.14999999999998
11193,O=C(OCC)NC1C(O)C2(C)CCC1C2(C)C,349.15
20432,CC(=O)c1ccc(C)s1,300.65
7275,c1ccc(cc1)N2CN(CN(C2)c3ccccc3)c4ccccc4,464.15
8192,Cc1ccccc1C,248.15
10158,O=C(c1ccccc1)C(=O)c1ccc2ccccc2c1,360.15
21803,O=C(Nc1nc(cc(OC)n1)OC)NS(=O)(=O)Nc3ccccc3C(=O)C2CC2,435.05
1236,C(C(C(CO)Br)Br)O,358.15
6335,CCOC(=O)CCCCC(=O)O,302.15
9026,N=C1N(N)C=Nc2[nH0]([nH0]cc21)C,458.15
9251,O=[N+]([O-])c1ccc(NN=CC(C)=CC=C)c([N+](=O)[O-])c1,444.15
13317,Br/C(C)=CC,162.14999999999998
16656,CC1=Cc2ccccc2C1,353.15
15805,O=C(N1CCN(CC1)c3nc2cc(OC)c(OC)cc2c(N)n3)c4ccco4,552.15
9931,O=C1c2ccccc2C(=O)C2(O)C3(OC4CC(=O)OC4C12O)OC(C)CC=C3,511.15
19418,Cc2cc3N=C1C(=O)NC(=O)N=C1N(C)c3cc2C,593.15
2394,c1cc(ncc1[N+](=O)[O-])Cl,380.15
11213,O=C(O)C1CCC(OC1(C)C)(C)C(O)(CC)CC,411.15
13866,OC(c1ccccc1)c2ccccc2,339.15
5918,c1cc(c(cc1F)C(=O)O)O,453.15
17418,COc1c(OC)c(ccc1OC)C(=O)O,373.65
13741,Oc1ccc(Br)cc1,339.15
14832,C=CCl,119.45
21024,[O-][N+](=O)c1cc2C(=O)OCc2cc1,418.15
2436,c1ccc(cc1)Oc2cccc(c2C#N)Cl,334.15
18123,OCC1CCCCC1,230.15
16870,CC(C)CCOc1cc2c(cc1)nccc2C(O)C4CC3CCN4CC3CC,425.15
12311,O=C(O)C1Cc2ccccc21,347.15
19989,O=C3NC(=O)NC13Cc2ccccc2CC1,540.65
3746,c1ccc2c(c1)c(ns2)Cl,312.15
6253,Cc1ccc2cccc(c2n1)O,345.15
12562,O=C(O)C1(C)CCCCC1,311.15
13314,Oc1ccccc1CC#N,395.15
1327,c1ccc(cc1)c2c(nc3ccccc3n2)c4ccccc4,399.15
3537,CC(C)(C)C1=CC(=O)C(=O)C(=C1)C(C)(C)C,388.15
6613,CC(=O)CCl,228.15
5735,c1cc(c(cc1Br)C(=O)O)Cl,433.15
21774,O=C(OCC)/C=C2SC(N1CCCCC1)C(=O)N2CC,359.65
17398,Nc1cc2ccccc2nc1,364.65
3276,c1cc(c(cc1N)Cl)Cl,345.15
2746,c1ccc(c(c1)CC(=O)O)O,419.15
22488,O=Cc1ccccc1F,228.65
102,B(c1cccc2c1cccc2)(O)O,480.15
19207,O=C3OCCC3N(C(=O)C1CC1)c2cccc(Cl)c2,368.15
1661,Cc1ccc(c(c1)CO)C,314.15
10080,OC1CCC2(C)C(CCC3C4CCC(O)(C#C)C4(C)CCC32)C1,530.15
13338,Cc1cc(C)c(C)cc1C,353.15
14505,CC1OC(C)OC(C)O1,285.15
13337,O=Cc1ccccc1C=O,329.15
13847,O=Cc1ccc(cc1Cl)N(C)C,353.15
23077,ClC1(Cl)[C@]2(Cl)C(/Cl)=C(/Cl)[C@@]1(Cl)[C@@H]3[C@@H](Cl)[C@@H](Cl)C[C@H]23,379.15
13620,BrC(Cl)Cl,218.15
13469,CCc1cc(C)cc(CC)c1,199.15
11389,O=Cc1cc2cc3CCCCc3[nH0]c2cc1N,491.15
1694,c1ccc(cc1)C=C2CCCC(=Cc3ccccc3)C2=O,390.15
8951,O=C(NCN1CCOCC1)c2cnccn2,392.15
21274,O=S(=O)(CC(=O)OC)c1ccccc1,308.15
13133,N#CCc1ccccc1,249.15
21501,O=C(N(CC)C1CCCCC1)N3N=NN(c2ccccc2Cl)C3=O,352.15
22266,NS(=O)(=O)c1cc2CCCS(=O)(=O)c2s1,473.15
20990,Cc1ccc(cc1)O[Si]23OCCN(CCO2)CCO3,461.65
19345,[O-][N+](=O)c2cc3nc(Cc1ccc(Cl)cc1)n(CCN(CC)CC)c3cc2,348.65
268,CCCCCCCCCCCCCCCBr,292.15
518,Cc1c(oc(n1)c2ccc(cc2)c3nc(c(o3)c4ccccc4)C)c5ccccc5,507.15
7159,CCCCCCCCCCCC(=O)OCC,271.15
18158,Clc2cc(Cl)ccc2OS(=O)(=O)c1ccccc1,318.65
15281,NC(C)(C)Cc1ccccc1,478.15
6360,c1ccc(cc1)CC(CC(=O)O)C(=O)O,435.15
9909,Oc1cccc(c1)C=C(C#N)C1N=C2C=CC=CC2=N1,573.15
15874,Nc1ccc(cc1)C(=O)OCCN(CC)CC,334.15
17215,CCOc1cc(ccc1)C(=O)O,410.15
2358,c1cc(c(cc1[N+](=O)[O-])Cl)N=C=S,370.15
6023,Cc1cc(cc(c1I)C)C(C)(C)C,329.15
16650,O=C2NN(c1ccccc1)C(=O)C2CCCC,375.65
439,c1cc2c(cccc2[N+](=O)[O-])c(c1)[N+](=O)[O-],489.15
10608,S1C(=NC(=O)C)N(N=C1C(=O)C)c1ccc(F)cc1,431.15
13996,CCCCCCCCCBr,244.15
16887,Oc1ccc(cc1O)C(C)=O,388.65
937,COc1ccccc1C2CNCCN2,353.15
10042,O=C(OC1CCC2C3CCC4CC(=CCC4(C)C3CCC21C)c1ccc(OC)cc1)C,452.15
17127,O=C1N(CC=C)C(N)=CC(=O)N1CC,416.15
10134,OC1CCC2(C)C(C1)CC(O)C1C3CCC(C(C)CC=C(c4ccccc4)c4ccccc4)C3(C)C(O)CC12,493.15
3459,c1c(cc(cc1F)F)C(C(=O)O)O,409.15
7796,CC(=O)NCO,323.15
14443,[O-][N+](=O)c2ccc(Cc1ccccn1)c(c2)[N+]([O-])=O,365.15
2134,c1cc(c(cc1F)Br)C#N,349.15
4965,c1cc(ccc1CBr)Cl,322.15
7100,CCOC(=O)c1ccc(cc1)N(C)C,337.15
11420,O=[N+]([O-])c1cc([N+](=O)[O-])c(cc1C(=O)C[N+]#N)C(=O)C[N+]#N,421.15
23000,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,348.15
2774,c1ccc(c(c1)CC(=O)O)I,389.15
19377,O=S(=O)(NC(=O)NCO)c2ccc(NC(=O)c1ccccc1C(=O)O)cc2,435.65
13373,CCOc1ccc(N)cc1,277.15
3119,c1cc(cnc1)CCC(=O)O,431.15
17590,ClCCC(=O)NCc1ccccc1,367.15
17580,O=C1CCCC(=O)C1,378.65
1210,c1c(c(c(c(c1F)F)O)F)F,302.15
7613,COC(=O)c1ccc(cn1)Br,374.15
12806,Clc1cccc(c1Cl)C1C(=C(NC(C)=C1C(=O)OCC)C)C(=O)OC,418.15
21858,CC(=O)Nc1ncc2ncn(COCCOC(C)=O)c2n1,407.15
1085,C(C(F)(F)F)O,229.15
22732,Clc1cc(Cl)c(cc1)C2(OCCO2)Cn3ncnc3,385.5
12350,O=C1CCC2C3CCC4CC(OC(=O)C)CCC4(C)C3CCC12C,411.15
15101,F/C(F)=C(/F)F,130.64999999999998
6218,CCCCCCCCCC(=O)CCCCCC,310.15
17405,O=[N+]([O-])c1cc(O)ccc1[N+]([O-])=O,407.15
18952,OC(CO)C(O)C(O)CO,377.15
22489,c1cccc2OCCc12,251.65
15737,CN1N=C(SC1=N/C(C)=O)S(=O)(N)=O,486.65
15789,[O-][N+](=O)c2oc(/C=N/N1CCOC1=O)cc2,528.15
13852,CC(I)CC,169.14999999999998
16614,CCC(CCCCCCCCCCCCCCCCC)c1ccccc1,302.45
8151,CCCCCCCCCCCCCc1ccccc1,283.15
3379,c1c(cc(cc1C(F)(F)F)C(F)(F)F)CN,330.15
17074,CN(C)C(=O)CCC,233.15
5554,c1ccc(cc1)C2CCC(=O)CC2,353.15
23444,O=S(=O)(c1ccc(N)cc1)N,439.35
1318,CC(C)C(C)C,144.14999999999998
1769,COc1cc(c(c(c1)F)N)F,312.15
7439,CS(=O)(=O)O,293.15
14522,O=C(C)OC1CC(=O)OC1=O,328.15
10507,Fc1ccc(N2C(=O)C3ON=C(C(=O)c4ccccc4)C3C2=O)cc1,429.15
21001,OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(=O)CO,441.15
17945,O=C(OCCOC)c1ccccc1C(=O)OCCOC,228.15
11188,O=C(O)C1(C)CCC(O)(CC(O)c2ccccc2)C1(C)C,461.15
3562,CC(=O)c1cc(cnc1)Br,351.15
6659,C1C=CC[C@@H]([C@@H]1C(=O)O)C(=O)OC(=O)[C@@H]2CC=CC[C@@H]2C(=O)O,373.15
10854,Clc1cccc2CC(=O)c21,344.15
130,CN1CCCC1=O,249.15
15031,FC(F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,351.15
3220,c1ccc(cc1)C(CCN)c2ccccc2,300.15
4880,Cc1ccc(cc1[N+](=O)[O-])Cl,309.15
17414,Cc1c2ccccc2ccc1C,274.75
4918,c1ccc(cc1)C(=O)c2ccc(c(c2)[N+](=O)[O-])Cl,378.15
16060,CC1Cc2ccccc2CC1C,268.15
6847,CCN(CC)C(=O)Cl,241.15
22873,N#CCC(C)(C)CC#N,302.85
22006,NC(=O)c1ccccc1OCOC(=O)CCC,330.15
1623,c1cc(c(cc1F)C#N)F,306.15
18802,Clc1c(C(=O)OC)c(Cl)c(Cl)c(C(=O)OC)c1Cl,428.15
11117,O=C(Nc1ccc(C)cc1)C(CC)c1ccc(C)cc1,391.15
1825,Cc1c(cccc1[N+](=O)[O-])[N+](=O)[O-],335.15
16437,COc2nccnc2N(C(C)=O)S(=O)(=O)c1ccc(N)cc1,472.15
12843,O=C(N)c1[nH0]cc[nH0]c1,462.15
7516,Cc1cc(cc(c1)C(=O)OC)C,305.15
17647,CC2(C)C1CC2C(C)CC1,223.15
8516,c1cc(sc1)C(=S)N,381.15
18232,Nc1ccc(cc1Cl)c2ccc(N)c(Cl)c2,405.65
4602,c1cc(ccc1CC#N)N,317.15
7916,c1ccc(cc1)C[C@H](C(=O)O)NC(=O)OCc2ccccc2,359.15
18853,CN=C(NCc1ccccc1)NC,469.15
7661,COC(=O)c1ccncc1,281.15
17792,c1ccc2c3Cc4ccccc4c3ccc2c1,462.65
16640,Nc1ccc(N)c2ccccc12,393.15
2216,c1ccc-2c(c1)Cc3c2ccc(c3)Br,385.15
16128,Oc1ccc(CCCCC)cc1,296.15
2995,c1c(csc1[N+](=O)[O-])C(=O)O,420.15
3792,c1cc(c(cc1C(=O)O)Cl)F,408.15
6625,CCCCCCCCCCCCCCCCCC[Si](C)(C)Cl,303.15
19733,c1cc(ccc1)N2CCN(CC2)c3ccccc3,438.15
398,C(CCCCC(=O)O)CCCC#CC#CCCCCCCCCC(=O)O,384.15
7735,c1cc(c(cc1Cl)Cl)NC(=O)/C=CC(=O)O,452.15
8354,C1CC(=S)NC1,384.15
12407,O=C(OCC)C1=CN=NC1C,410.15
