smiles,mp
CC(C)NCC(O)COc1cccc(C2=NNC(=O)CC2)c1,139.0
COc1cc(C2=NNC(=O)CC2)ccc1OCC1CO1,135.25
COc1cc(C2=NNC(=O)CC2)ccc1OCC(O)CNC(C)(C)C,271.0
Cc1ccc(C2=NNC(=O)CC2)cc1O,217.0
Cc1ccc(C2=NNC(=O)CC2)cc1OCC1CO1,130.0
Nc1ccc(O)c(C(=O)CCC(=O)O)c1,159.0
CC(=O)Nc1ccc(O)c(C(=O)CCC(=O)O)c1,205.5
COC(=O)CCC(=O)c1cc(NC(C)=O)ccc1O,146.0
COC(=O)CCC(=O)c1cc(NC(C)=O)ccc1OCC1CO1,85.5
CC(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C2=NNC(=O)CC2)c1,105.5
CCOC(=O)CCC(=O)c1ccc(O)c(O)c1,116.5
O=C(O)CCC(=O)c1ccc(F)c([N+](=O)[O-])c1,136.0
CC(C)NCC(O)COc1cc(C2=NNC(=O)CC2)ccc1N1CCOCC1,215.0
CC1CC(C)CC2(C1)OC(N)=NC2=O,278.5
Brc1ccnc2cc3c(cc12)OCO3,148.0
Clc1cc(Cl)c2nccc(Br)c2c1,165.0
CCc1cnccc1C[C@@H](O)C(Cl)(Cl)Cl,133.0
COc1ccccc1CC(O)(c1ccccc1)C1CCN(CCCC(=O)c2ccc(C(C)(C)C)cc2)CC1,119.0
O=C(NCc1cccnc1)Nc1ccc([N+](=O)[O-])cc1,220.75
O=C(NCc1cccnc1)Nc1ccc(S)cc1,157.0
N#Cc1ccc(NC(=O)OCc2cccnc2)cc1,206.0
Cc1csc(NC(=O)OCc2cccnc2)c1,134.0
CN1CCP(=O)(c2ccccc2)CC1,115.5
COP1(=O)C=Cc2ccccc21,89.5
CCC(=O)Nc1ccc(OCc2nc(Cl)ccc2Cl)cc1,170.0
Nc1ccc(SCc2nc(Cl)ccc2Cl)cc1,110.5
Nc1ccccc1OCc1nc(Cl)ccc1Cl,74.5
O=C=Nc1ccc(OCc2nc(Cl)ccc2Cl)cc1,62.0
CON(C)C(=O)Nc1ccc(OCc2nc(Cl)ccc2Cl)cc1,152.75
CN(C)C(=O)Nc1ccc(SCc2nc(Cl)ccc2Cl)cc1,112.75
CN(C)C(=O)Nc1ccc(O)cc1,178.5
O=c1c2cc(CBr)ccc2oc2ncccc12,211.75
O=Cc1ccc2oc3ncccc3c(=O)c2c1,234.0
c1ccc2c(c1)Cc1cccnc1O2,87.5
CC1(C)c2ccccc2Oc2ncccc21,72.5
ClCc1ccc2c(c1)Cc1cccnc1O2,173.0
O=Cc1ccc2c(c1)Cc1cccnc1O2,172.0
CC(C)C(O)c1ccc2oc3ncccc3c(=O)c2c1,160.0
O=c1c2cc(/C=N/O)ccc2oc2ncccc12,255.0
N#Cc1ccc2oc3ncccc3c(=O)c2c1,260.0
CCOC(=O)C(C(=O)OCC)C(=O)c1ccc2oc3ncccc3c(=O)c2c1,137.75
CC(=O)c1ccc(Oc2ncccc2C(=O)O)cc1,185.0
CC(=O)c1ccc2oc3ncccc3c(=O)c2c1,195.5
CC(=O)c1ccc2c(c1)Cc1cccnc1O2,143.0
CC(=O)c1ccc2c(c1)C(C)(C)c1cccnc1O2,107.0
CC(C)C(=O)c1ccc2oc3ncccc3c(=O)c2c1,155.5
O=C(O)c1ccc2oc3ncccc3c(=O)c2c1,293.5
CCOC(=O)c1ccc2oc3ncccc3c(=O)c2c1,131.5
CC1(C)c2cc(C(=O)O)ccc2Oc2ncccc21,241.5
O=C(O)c1ccc2c(c1)Cc1cccnc1O2,285.5
O=C=Nc1ccc(Oc2cccc(Cl)n2)cc1,96.5
CCOc1nc(Cl)nc2cscc12,138.0
CC(C)Nc1ncnc2cscc12,230.0
CC(C)Nc1nc(N2CCOCC2)nc2cscc12,202.0
CCCc1nc(N2CCOCC2)c2cscc2n1,103.5
CCOc1nc(OCC)c2cscc2n1,85.0
CCCNc1nc(OCC)nc2cscc12,141.0
CCOc1nc(NC(C)C)c2cscc2n1,155.5
Oc1cccc(C2CNC3(CCCCC3)O2)c1,138.5
CC1(C)CC(O)=CC2(C1)NCC(c1cccc(O)c1)O2,217.0
O=C(O)Cc1ccc2c(c1)Cc1cccnc1O2,218.0
N#CCc1ccc2c(c1)Cc1cccnc1O2,166.5
O=C(O)Cc1ccc2oc3ncccc3c(=O)c2c1,244.5
N#CCc1ccc2oc3ncccc3c(=O)c2c1,199.5
CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1S2,203.5
CC(C(=O)O)c1ccc2sc3ncccc3c(=O)c2c1,207.0
CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2,183.25
CCOC(=O)C(C)(C#N)c1ccc2c(c1)Cc1cccnc1O2,119.5
CC(C(=O)O)c1ccc2oc3ncccc3c(=O)c2c1,194.5
Nc1ccccc1CCc1ccccn1,60.0
O=CNc1ccccc1CCc1ccccn1,79.5
COc1ccc(N)c(CCc2ccccn2)c1,78.0
CCc1ccc(CCc2ccccc2NC=O)nc1,62.75
CCC1CCC(CCc2ccccc2NC=O)N(C)C1,168.0
CCC1CCC(CCc2ccccc2NC(=O)/C=C/c2ccccc2)N(C)C1,94.5
CC(=O)Nc1ccccc1CCc1ccccn1,230.5
CN1CCCCC1CCc1ccccc1NS(C)(=O)=O,92.5
CN1CCCCC1CCc1ccccc1NC(=O)c1ccc([N+](=O)[O-])cc1,162.75
CN1CCCCC1CCc1ccccc1NC(=O)c1ccc(N)cc1,147.75
CN1CCCCC1CCc1ccccc1NC(=O)c1ccc(O)cc1,180.5
CN1CCCCC1CCc1ccccc1NC(=O)c1ccc(OC(C)(C)C)cc1,92.25
CN1CCCCC1CCc1ccccc1NC(=O)c1ccccc1C(=O)O,171.5
COc1ccc(C(=O)Nc2ccccc2CC(C)C2CCCCN2C)cc1,131.0
CCN1CCCCC1CCc1ccccc1NC(=O)c1ccc(OC)cc1,137.0
CN1CCCCC1CCc1ccccc1NC(=O)c1ccc(Br)cc1,138.0
CN1CCCCC1CCc1ccccc1NC(=O)c1ccc(F)cc1,116.0
CN1CCCCC1CCc1ccccc1NC(=O)c1ccc(C(F)(F)F)cc1,149.75
CN1CCCCC1CCc1ccccc1NC(=O)c1ccc(C(C)(C)C)cc1,110.75
CN(C)c1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,115.75
CN1CCCCC1CCc1ccccc1NC(=O)c1ccoc1,115.0
CN1CCCCC1CCc1ccccc1NC(=O)c1cccnc1,89.0
CCN1CCCCC1CCc1ccccc1NC(=O)/C=C/c1ccccc1,120.5
CN1CCCCC1CCc1ccccc1NC(=O)C#Cc1ccccc1,105.5
CN1CCCCC1CCCc1ccccc1NC(=O)/C=C/c1ccccc1,131.0
O=[N+]([O-])c1cc2c(cc1/C=C/c1ccccn1)OCO2,168.5
COc1ccc(C(=O)Nc2cc3c(cc2CCC2CCCCN2C)OCO3)cc1,112.5
COc1ccc(C(=O)Nc2ccccc2C(O)c2ccccn2)cc1,128.0
COc1ccc(C(=O)Nc2ccccc2C(=O)c2ccccn2)cc1,132.5
COc1ccc(C(=O)Nc2ccccc2C(C)(O)c2ccccn2)cc1,127.5
COc1ccc(C(=O)Nc2ccccc2C(C)c2ccccn2)cc1,125.5
COc1ccc(C(=O)Nc2ccccc2CCCC2CCCCN2C)cc1,108.5
COc1ccc(C(=O)Nc2ccccc2CC2CCCCN2)cc1,108.5
CC(C)(C)c1nnc(N=C=O)s1,262.0
CC1(CCl)COC(N)=N1,61.5
N#CC(C(=O)C(=O)C(C#N)c1ccc(Cl)cc1)c1ccc(Cl)cc1,255.0
CC(C)(C)C1CCc2c(c3ccccc3n2CC[N+]2([O-])CCCC2)C1,164.0
Clc1ccc(NC2=NCCN2)c(Cl)c1,138.5
CC(=O)N1CCN=C1Nc1c(Br)cccc1Br,183.5
Cc1cccc(C)c1NC1=NCCN1,155.5
O=C(Cc1ccccc1[N+](=O)[O-])c1ccccc1F,85.0
CN(C)/C(=C\c1ccccc1[N+](=O)[O-])C(=O)CBr,126.0
CN(C)/C(=C\c1ccccc1[N+](=O)[O-])C(=O)CN1C(=O)c2ccccc2C1=O,231.5
O=C(Cc1ccccc1[N+](=O)[O-])CN1C(=O)c2ccccc2C1=O,180.5
Fc1ccccc1-c1cc2ccccc2[nH]1,97.5
O=C1c2ccccc2C(=O)N1Cc1cc2ccccc2[nH]1,217.5
O=C(c1ccccc1)c1ccccc1NC(=O)C(Cl)Cl,113.0
O=C(Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1CCl,77.5
O=C1SCc2c(Cl)c(Cl)c(Cl)c(Cl)c21,182.0
Cc1ccc(S(=O)(=O)NCCNC(C)C)cc1,77.0
CC(C)N1CCN=C1c1ccccc1C(=O)c1ccc(Cl)cc1,115.5
CCN(CCNS(=O)(=O)c1ccc(C)cc1)C(=O)c1ccccc1C(=O)c1ccc(Cl)cc1,146.0
CCN1CCN=C1c1ccccc1C(=O)c1ccc(Cl)cc1,133.0
Cc1ccc(S(=O)(=O)NCCN(C(=O)c2ccccc2C(=O)c2ccccc2)C(C)C)cc1,136.0
CCN(C(=O)c1ccccc1C(=O)c1ccc(Cl)cc1)C(C)(C)CNS(=O)(=O)c1ccc(C)cc1,175.5
CCN1C(c2ccccc2C(=O)c2ccc(Cl)cc2)=NCC1(C)C,86.0
CCN(C(=O)c1ccccc1C(=O)c1ccc(F)cc1)C(C)(C)CNS(=O)(=O)c1ccc(C)cc1,155.0
CCN(C(=O)c1ccccc1C(=O)c1ccccc1)C(C)(C)CNS(=O)(=O)c1ccc(C)cc1,158.5
CCNC(=O)C(C)NS(=O)(=O)c1ccc(C)cc1,106.5
CCN(CC(C)NS(=O)(=O)c1ccc(C)cc1)C(=O)c1ccc(Cl)cc1C(=O)c1ccccc1,162.0
CCCN1CCN=C1c1ccccc1C(=O)c1ccc(Cl)cc1,132.0
Cc1ccc(C(=O)c2ccccc2C2=NCCN2C(C)C)cc1,88.0
O=Cc1ccccc1C(=O)c1ccccc1,65.5
O=Cc1ccccc1C(=O)c1ccc(Cl)cc1,112.5
COc1ccc(C(=O)c2ccccc2C=O)cc1,90.5
O=Cc1ccccc1C(=O)c1ccc(Br)cc1,106.0
O=C(O)c1ccccc1C(=O)c1ccccc1Cl,114.0
CCSCc1c(CCN(C)C)[nH]c2ccccc12,60.0
CN(C)CCc1[nH]c2ccccc2c1CSc1ccccc1,98.0
CN(C)CCc1c(CSc2ccccc2)c2ccccc2n1C,59.0
CN(C)CCc1[nH]c2ccccc2c1CSc1ccc(Cl)cc1,116.0
CN(C)CCSCc1c(CCN(C)C)[nH]c2ccccc12,53.0
CN(C)CCc1[nH]c2ccccc2c1CSC1=NCCS1,141.5
Cc1ccccc1SCc1c(CCN(C)C)[nH]c2ccccc12,135.5
CN(C)CCc1[nH]c2ccccc2c1CSc1nccn1C,153.0
CN(C)CCc1[nH]c2ccc(Br)cc2c1CSc1ccccc1,113.5
CCN(C)CCc1[nH]c2ccccc2c1CSc1ccccc1,78.0
COc1ccc2[nH]c(CCN(C)C)c(CSc3ccccc3)c2c1,86.5
Cc1cccc(SCc2c(CCN(C)C)[nH]c3ccccc23)c1,76.5
CN(C)CCc1[nH]c2ccccc2c1CC#N,124.5
CN(C)CCc1c(CC(C)(C)[N+](=O)[O-])c2ccccc2n1C,88.5
CN(C)CCc1[nH]c2ccccc2c1CC(C#N)(c1ccccc1)c1ccccc1,183.0
CC(=O)C(Cc1c(CCN(C)C)[nH]c2ccccc12)(c1ccccc1)c1ccccc1,136.0
CN(C)CCc1[nH]c2ccccc2c1CSC(=S)N(C)C,126.5
CN(C)CCc1c(CC(C#N)(c2ccccc2)c2ccccc2)c2ccccc2n1C,134.5
CN(C)CCc1[nH]c2ccccc2c1CC(N)=O,115.5
CN(C)CCc1c(CC(N)=O)c2ccccc2n1C,132.5
Cc1oc2c(OC(C)C(N)=O)cccc2c1C,117.5
Cc1oc2c(OC(C)C#N)cccc2c1C,54.0
Cc1oc2c(OC(C)/C(N)=N/O)cccc2c1C,147.5
Cc1oc2cccc(OCC#N)c2c1C,51.0
CC(Oc1cccc2ccoc12)/C(N)=N/O,93.0
Cc1cc2cc(OCCC#N)ccc2o1,74.5
Cc1oc2ccccc2c1OC(C)(C)C(N)=O,118.0
Cc1oc2ccccc2c1OC(C)(C)C#N,54.0
CC(O)c1ccc(-c2ccc([N+](=O)[O-])cc2)o1,70.0
CC(=O)c1ccc(-c2ccc(Cl)c(Cl)c2)o1,115.5
CC(O)c1ccc(-c2ccc(Cl)c(Cl)c2)o1,83.0
CC(=O)c1ccc(-c2cccc(C(F)(F)F)c2)o1,107.0
CC(O)c1ccc(-c2ccc(N)cc2)o1,102.0
CC(=O)Nc1ccc(-c2ccc(C(C)=O)o2)cc1,214.5
CC(=O)Nc1ccc(-c2ccc(C(C)O)o2)cc1,176.0
CC(=O)c1ccc(-c2ccc(S(C)(=O)=O)cc2)o1,162.0
CC(O)c1ccc(-c2ccc(S(C)(=O)=O)cc2)o1,119.0
CC(=O)c1ccc(-c2ccc(C#N)cc2)o1,115.5
O=C(c1oc(-c2ccc([N+](=O)[O-])cc2)cc1CCl)c1oc(-c2ccc([N+](=O)[O-])cc2)cc1CCl,173.5
O=[N+]([O-])c1ccc(-c2ccc(C(O)CCl)o2)cc1,112.0
CCC(=O)c1ccc(-c2ccc(Cl)cc2)o1,67.0
CCC(O)c1ccc(-c2ccc(Cl)cc2)o1,74.5
Cc1ccc2ccc(=O)oc2c1C,122.5
Cc1ccc2cc(C(=O)O)oc2c1C,236.0
Cc1ccc2c(c1C)OC(C(=O)O)C2,182.0
Cc1c(C(=O)CC(C)C)cc2c(c1C)OC(C(=O)O)C2,117.0
C=C(C(=O)c1cc2c(c(C)c1C)OC(C(=O)O)C2)C(C)C,97.0
COc1ccc(C(=O)CCCCCBr)c(Cl)c1Cl,52.5
COc1cc2c(c(Cl)c1Cl)C(=O)C(CCCCCl)C2,92.0
CCCCC(=O)c1cc2oc(C(=O)O)cc2c(C)c1C,188.5
C=C(CCC)C(=O)c1cc2oc(C(=O)O)cc2c(C)c1C,172.0
CCCC1Cc2c(c(C)c(C)c3oc(C(=O)O)cc23)C1=O,287.0
CC/C(=C\c1ccccc1)C(=O)c1ccc(OC)c(Cl)c1Cl,128.5
CCC1C(=O)c2c(cc(OC)c(Cl)c2Cl)C1c1ccccc1,115.0
CCC1C(=O)c2c(cc(O)c(Cl)c2Cl)C1c1ccccc1,221.0
CCCC1(Br)Cc2c(c(C)c(C)c3oc(C(=O)O)cc23)C1=O,233.0
CCCC1=Cc2c(c(C)c(C)c3oc(C(=O)O)cc23)C1=O,242.0
CC/C=C1\Cc2c(c(C)c(C)c3oc(C(=O)O)cc23)C1=O,301.0
CCCC1Cc2c3c(c(C)c(C)c2C1O)OC(C(=O)O)C3,161.0
CCCC1Cc2c3c(c(C)c(C)c2C1=O)OC(C(=O)O)C3,161.0
CCCC1(Br)Cc2c3c(c(C)c(C)c2C1=O)OC(C(=O)O)C3,78.0
CCCC1=Cc2c3c(c(C)c(C)c2C1=O)OC(C(=O)O)C3,212.0
CC/C=C1\Cc2c3c(c(C)c(C)c2C1=O)OC(C(=O)O)C3,229.0
O=C1C=CC(=O)c2c1cccc2[N+](=O)[O-],161.0
CCOC(=O)C(C/C=C(C)/C=C/C1=C(C)CCCC1(C)C)C(C)=O,152.0
Oc1ccc(Cc2ccc(OCc3ccccc3)cc2)cc1,95.5
N#Cc1cc(C(Cl)(Cl)Cl)ccc1Cl,67.0
N#Cc1ccc(C(Cl)(Cl)Cl)cc1C(Cl)(Cl)Cl,77.0
CSCCSc1c(O)cc(C)oc1=O,82.0
C=CCSc1c(O)cc(C)oc1=O,98.25
Cc1cc(O)c(SCCC(C)C)c(=O)o1,81.5
CCCCCCSc1c(O)cc(C)oc1=O,69.5
Cc1ccc(CSc2c(O)cc(C)oc2=O)cc1,134.5
Cc1cc(O)c(SCc2ccc(Cl)cc2)c(=O)o1,140.0
Cc1cc(O)c(SCC2CCCCC2)c(=O)o1,82.25
Cc1cc(O)c(SCc2cccc3ccccc23)c(=O)o1,170.0
Cc1cc(O)c(SCc2ccc(F)cc2)c(=O)o1,116.5
Cc1cc(O)c(SCc2ccccc2)c(=O)o1,128.0
CCCCCCCCCCCCS(=O)c1c(O)cc(C)oc1=O,80.0
Cc1cc(O)c(S(=O)Cc2ccccc2)c(=O)o1,151.5
CCCCCCCCCCCCS(=O)(=O)c1c(O)cc(C)oc1=O,78.5
C=CCS(=O)c1c(O)cc(C)oc1=O,111.5
Cc1cc(O)c(S(=O)CCC(C)C)c(=O)o1,80.5
CCCCCCS(=O)c1c(O)cc(C)oc1=O,59.5
CCCCCCS(=O)(=O)c1c(O)cc(C)oc1=O,65.5
Cc1cc(O)c(S(=O)(=O)CCC(C)C)c(=O)o1,101.5
Cc1ccc(CS(=O)c2c(O)cc(C)oc2=O)cc1,157.0
Cc1cc(O)c(S(=O)Cc2ccc(Cl)cc2)c(=O)o1,150.5
C#CCS(=O)c1c(O)cc(C)oc1=O,134.0
Cc1cc(O)c(S(=O)CC2CCCCC2)c(=O)o1,133.0
Cc1cc(O)c(S(=O)(=O)CC2CCCCC2)c(=O)o1,104.75
Cc1cc(O)c(SCCc2ccccc2)c(=O)o1,100.75
Cc1cc(O)c(SC(C)(C)C)c(=O)o1,110.5
Cc1cc(O)c(S(=O)C(C)(C)C)c(=O)o1,119.0
Cc1cc(O)c(S(=O)(=O)C(C)(C)C)c(=O)o1,119.5
Cc1cc(O)c(S(=O)Cc2ccc(F)cc2)c(=O)o1,127.5
Cc1cc(O)c(S(=O)CC(C)C)c(=O)o1,102.5
Cc1cc(O)c(S(=O)Cc2ccccc2F)c(=O)o1,115.5
Cc1cc(O)c(S(=O)Cc2ccc(Cl)c(Cl)c2)c(=O)o1,145.0
Cc1cc(O)c(S(=O)Cc2ccc(Cl)cc2Cl)c(=O)o1,145.0
Cc1cc(O)c(S(=O)(=O)Cc2ccc(F)cc2)c(=O)o1,181.0
Cc1cc(O)c(S(=O)(=O)CC(C)C)c(=O)o1,90.5
Cc1cc(O)c(S(=O)(=O)Cc2ccc(Cl)c(Cl)c2)c(=O)o1,144.5
Cc1cc(O)c(SCC(C)C)c(=O)o1,107.0
Cc1cc(O)c(SCc2ccccc2F)c(=O)o1,124.0
Cc1cc(O)c(SCc2ccc(Cl)cc2Cl)c(=O)o1,163.5
Cc1cc(O)c(SCc2cccc(F)c2)c(=O)o1,123.75
Cc1cc(O)c(SC23CC4CC(CC(C4)C2)C3)c(=O)o1,176.0
Cc1cc(O)c(S(=O)C23CC4CC(CC(C4)C2)C3)c(=O)o1,174.5
CN(S(C)(=O)=O)S(=O)(=O)N=C=O,140.0
CC(=O)Nc1ccc(C(=O)Nc2ccc(O)cc2)cc1,276.0
CC(=O)Nc1ccc(NC(=O)c2ccc(O)cc2)cc1,159.75
Cc1c(CC(=O)O)cccc1C(=O)c1ccc(Cl)cc1,152.0
CONC(=O)Cc1cccc(C(=O)c2ccc(Cl)cc2)c1C,150.0
O=C(O)C1CCc2c(oc3ccc([N+](=O)[O-])cc23)C1,230.25
O=C(O)C1CCc2c(oc3ccc(Cl)cc23)C1,196.25
COC(=O)C1CCc2c(oc3cccc(Cl)c23)C1,100.5
