name,smiles,molecular_weight,melting_point_K,boiling_point_K,heat_of_fusion,heat_of_vaporization,critical_temperature,critical_pressure,flash_point,logP,M1,M2,HM,H,mm2,ReZG3,F,IS,A,R,RR,ABC,SC
1-octanol,CCCCCCCCO,130.22792,257.65,467.85,181988.6242520037,366905.3617,652.5,2777000.0,354.15,3.07,56.0,100.0,404.0,2.3714285714285714,0.75,740.0,204.0,13.828571428571427,119.49985185185184,2.393846850117352,0.75,5.154697753892079,3.0645696993914653
ethylene glycol,OCCO,62.06784,260.15,470.3134827,160469.57651498745,879091.8650347278,719.0,10508700.0,365.2623446,-1.36,16.0,21.0,86.0,1.1333333333333333,0.4444444444444444,114.0,44.0,3.9000000000000004,27.390625,1.1498299142610595,0.4444444444444444,2.080880229039762,1.3026754814637789
"1,2-propanediol",CC(O)CO,76.09442,213.15,460.45,107484.88522548696,716333.7359706515,676.0,5900000.0,358.6524318,-0.92,28.0,48.0,198.0,1.1547619047619047,0.35416666666666663,344.0,102.0,6.761904761904762,54.61096296296296,1.1809036597828997,0.35416666666666663,2.6104736656181475,1.5177306270755913
cyclohexanol,OC1CCCCC1,100.15888,297.15,434.05,17771.764221005666,453710.9233,650.1,4260000.0,334.15,1.23,62.0,137.0,554.0,1.5944444444444446,0.37166666666666665,1236.0,280.0,15.319444444444443,161.23331249662562,1.605412485247119,0.37166666666666665,4.171787209943664,2.359782370480164
formic acid,O=CO,46.02538,281.45,374.15,275500.16968898464,479611.30495375895,588.0,5810000.0,315.15,-0.54,8.0,8.0,32.0,1.0,0.5,32.0,16.0,2.0,16.0,1.0,0.5,1.4142135623730951,1.0
acetic acid,CC(=O)O,60.05196,289.85,391.05,195330.8434895381,398337.0166237087,590.7,5780000.0,312.15,-0.17,18.0,27.0,108.0,1.0,0.3333333333333333,162.0,54.0,4.5,34.171875,1.0,0.3333333333333333,2.0,1.2247448713915892
propionic acid,CCC(=O)O,74.07854,252.15,414.65,143901.32418916462,419937.79346590536,598.5,4670000.0,326.15,0.33,28.0,48.0,198.0,1.1547619047619047,0.35416666666666663,344.0,102.0,6.761904761904762,54.61096296296296,1.1809036597828995,0.35416666666666663,2.6104736656181475,1.5177306270755913
butyric acid,CCCC(=O)O,88.10512,267.45,436.85,131547.40609853322,403243.1969198439,615.2,4060000.0,345.15,0.79,36.0,65.0,268.0,1.4436507936507934,0.44999999999999996,498.0,138.0,8.725793650793651,74.59661516034986,1.4674042471506288,0.44999999999999996,3.2221647402659905,1.8900292654450195
valeric acid,CCCCC(=O)O,102.1317,239.15,459.25,138644.51487638018,413247.5819021925,637.2,3630000.0,352.2156286,1.39,44.0,82.0,334.0,1.7015873015873013,0.5166666666666666,642.0,170.0,10.787301587301586,96.11923032069971,1.7214872897482596,0.5166666666666666,3.826814410910179,2.2477736811943063
hexanoic acid,CCCCCC(=O)O,116.15828,270.15,478.05,184567.1268548398,395547.2417976484,655.0,3380000.0,365.2202863,1.92,52.0,98.0,398.0,1.9515873015873013,0.5791666666666666,770.0,202.0,12.787301587301586,115.08219328366268,1.9714872897482596,0.5791666666666666,4.439186846605974,2.60132707178758
octanoic acid,CCCCCCCC(=O)O,144.21143999999998,289.45,513.15,148046.50726738464,385689.4219770961,693.0,2870000.0,388.8372829,3.05,68.0,130.0,526.0,2.4515873015873013,0.7041666666666667,1026.0,266.0,16.787301587301585,153.00811920958859,2.47148728974826,0.7041666666666667,5.663931717997563,3.3084338529741277
decanoic acid,CCCCCCCCCC(=O)O,172.2646,304.15,543.15,161379.6450344412,346380.7598449262,722.0,2100000.0,410.251758,4.09,84.0,162.0,654.0,2.9515873015873013,0.8291666666666668,1282.0,330.0,20.787301587301588,190.9340451355145,2.9714872897482603,0.8291666666666668,6.888676589389152,4.015540634160676
lauric acid,CCCCCCCCCCCC(=O)O,200.31776,316.75,572.15,181212.09023104093,274803.75131187256,743.0,1900000.0,433.8951633,4.6,100.0,194.0,782.0,3.4515873015873018,0.9541666666666668,1538.0,394.0,24.787301587301588,228.85997106144043,3.4714872897482607,0.9541666666666668,8.113421460780742,4.722647415347223
palmitic acid,CCCCCCCCCCCCCCCC(=O)O,256.42408,334.95,624.15,209418.70981851625,231623.6910330707,785.0,1500000.0,465.15,7.17,132.0,258.0,1038.0,4.451587301587302,1.2041666666666666,2050.0,522.0,32.787301587301585,304.7118229132923,4.471487289748261,1.2041666666666666,10.562911203563917,6.136860977720318
stearic acid,CCCCCCCCCCCCCCCCCC(=O)O,284.47724,342.45,644.15,215131.44601656008,217242.07627853265,803.0,1300000.0,469.0,8.23,148.0,290.0,1166.0,4.951587301587302,1.3291666666666666,2306.0,586.0,36.78730158730159,342.6377488392182,4.971487289748261,1.3291666666666666,11.787656074955507,6.8439677589068655
benzoic acid,O=C(O)c1ccccc1,122.12134,395.55,523.35,147558.15814009248,471629.18507459614,752.0,4559625.0,394.26,1.88,86.0,207.0,850.0,1.9444444444444442,0.4440476190476191,2116.0,436.0,20.944444444444443,244.44815624662562,1.9707039278313898,0.4440476190476191,5.2764393435534105,2.9469056328242007
phthalic acid,O=C(O)c1ccccc1C(=O)O,166.13084,503.15,598.0,183072.5709928392,428648.6897,800.0,3950000.0,441.15,0.73,126.0,340.0,1414.0,2.4348290598290596,0.5447916666666667,4072.0,734.0,30.25213675213675,415.9803100112595,2.4874646865222783,0.5447916666666667,6.8907353901374675,3.7938340120834937
salicylic acid,O=C(O)c1ccccc1O,138.12074,432.15,529.0,102808.60064896842,433883.87904404354,739.0,5180000.0,401.968953,2.2,102.0,262.0,1090.0,2.049034299034299,0.4555555555555555,2932.0,566.0,24.504134754134753,311.06844028799674,2.0924531545390956,0.4555555555555555,5.78064042652071,3.184132954495239
